617.0,2209.5714286,435.2857143,3824.1428571,227.4285714,103.0,64.5714286,2892.1428571,1000.7142857,93.0,254.1428571,604.7142857,359.7142857,153.8571429,169.2857143,443.1428571,190.0,378.7142857,25.8571429,249.7142857,327.8571429,272.0,184.7142857,15.7142857,1244.8571429,29.5714286,152.4285714,31.2857143,340.1428571,115.5714286,282.7142857,642.5714286,487.1428571,280.7142857,196.1428571,399.7142857,55.7142857,828.7142857,54.7142857,651.2857143,3453.0,441.0,510.5714286,3.1428571,407.2857143,288.7142857,32.2857143,18.4285714
562.8571429,2412.1428571,437.1428571,4056.7142857,234.5714286,95.2857143,73.0,3103.2857143,1002.8571429,86.7142857,291.0,602.7142857,359.1428571,147.8571429,186.4285714,451.2857143,189.8571429,372.1428571,23.4285714,242.8571429,349.8571429,328.0,160.7142857,16.5714286,1249.0,30.0,154.5714286,32.2857143,345.4285714,120.2857143,291.2857143,638.7142857,522.8571429,326.4285714,185.8571429,418.0,55.7142857,838.0,55.7142857,649.4285714,3642.5714286,449.8571429,498.2857143,4.5714286,388.0,294.4285714,34.7142857,19.5714286
612.2857143,2536.4285714,452.2857143,4571.0,246.4285714,78.1428571,68.5714286,3270.1428571,1073.4285714,122.4285714,294.8571429,601.1428571,314.7142857,158.4285714,170.2857143,438.1428571,188.5714286,367.2857143,23.0,263.2857143,362.0,305.4285714,361.4285714,17.8571429,1258.4285714,27.7142857,158.8571429,30.4285714,354.1428571,121.2857143,316.1428571,635.1428571,565.8571429,331.0,180.4285714,434.7142857,52.2857143,898.2857143,55.4285714,637.8571429,3579.2857143,471.1428571,511.2857143,5.0,409.1428571,305.1428571,32.8571429,21.5714286
693.5714286,2741.8571429,498.1428571,5161.0,262.4285714,78.5714286,63.4285714,3342.0,1247.4285714,113.1428571,327.1428571,598.0,297.8571429,160.8571429,213.4285714,555.5714286,186.5714286,371.1428571,25.2857143,269.2857143,369.5714286,333.8571429,392.2857143,18.4285714,1318.0,28.0,151.5714286,29.5714286,354.8571429,129.2857143,330.5714286,634.0,588.1428571,340.8571429,168.0,472.0,52.7142857,940.2857143,53.7142857,695.2857143,3889.2857143,480.4285714,523.2857143,4.7142857,441.0,304.7142857,36.0,23.5714286
705.2857143,2750.4285714,538.4285714,5320.0,270.8571429,69.1428571,63.5714286,3756.4285714,1335.8571429,110.0,305.8571429,622.1428571,303.8571429,183.7142857,195.4285714,549.0,180.2857143,338.2857143,25.8571429,289.2857143,352.4285714,352.1428571,397.5714286,19.4285714,1317.4285714,28.4285714,141.4285714,23.1428571,337.1428571,132.1428571,358.2857143,642.8571429,619.5714286,372.2857143,175.1428571,490.5714286,56.1428571,1048.7142857,51.1428571,757.2857143,4157.5714286,491.4285714,534.1428571,7.7142857,454.1428571,329.5714286,36.4285714,24.0
743.4285714,2833.7142857,590.5714286,5437.0,290.1428571,79.1428571,68.7142857,4013.1428571,1454.7142857,160.2857143,358.8571429,665.1428571,316.7142857,193.4285714,202.8571429,683.0,173.5714286,364.0,27.4285714,307.7142857,349.7142857,377.4285714,553.5714286,21.1428571,1317.5714286,27.8571429,133.1428571,26.8571429,324.2857143,148.4285714,384.2857143,659.2857143,647.0,370.4285714,171.7142857,509.2857143,53.0,1069.8571429,51.2857143,753.2857143,4388.5714286,505.0,529.7142857,8.0,465.4285714,335.8571429,39.4285714,26.0
811.1428571,2821.2857143,587.0,5763.8571429,307.7142857,71.7142857,58.0,4744.5714286,1569.4285714,142.0,349.0,688.7142857,342.0,205.8571429,200.7142857,893.4285714,177.5714286,366.7142857,27.0,314.1428571,369.2857143,409.2857143,632.1428571,23.2857143,1356.7142857,29.5714286,133.7142857,26.4285714,323.2857143,164.0,388.0,660.0,701.0,377.1428571,178.0,524.4285714,46.2857143,1103.8571429,51.7142857,787.1428571,5113.7142857,517.8571429,539.5714286,7.7142857,456.7142857,370.4285714,37.4285714,27.8571429
771.4285714,2856.7142857,595.4285714,5704.5714286,320.8571429,70.1428571,58.5714286,5535.4285714,1596.5714286,188.2857143,368.1428571,710.4285714,359.1428571,217.1428571,219.5714286,769.1428571,184.0,356.2857143,30.8571429,300.7142857,366.5714286,401.8571429,698.5714286,22.0,1389.5714286,29.2857143,152.5714286,28.4285714,317.0,169.8571429,480.4285714,665.5714286,742.0,372.5714286,192.0,543.1428571,46.2857143,1169.0,53.1428571,767.0,5297.2857143,508.5714286,543.4285714,7.5714286,441.4285714,392.4285714,40.2857143,30.4285714
911.5714286,3047.0,608.1428571,5988.2857143,329.4285714,78.2857143,64.4285714,6254.8571429,1787.0,188.0,365.2857143,708.7142857,358.1428571,244.4285714,211.7142857,922.5714286,182.5714286,353.0,33.4285714,314.4285714,375.5714286,369.7142857,750.1428571,20.8571429,1420.0,32.2857143,155.2857143,29.0,317.5714286,177.7142857,560.0,657.7142857,785.8571429,347.2857143,200.5714286,545.7142857,46.2857143,1237.0,50.7142857,776.1428571,5669.7142857,519.7142857,534.5714286,6.1428571,484.7142857,417.7142857,42.7142857,31.4285714
974.0,2849.4285714,596.2857143,6165.4285714,343.5714286,82.8571429,79.4285714,6589.1428571,1927.0,213.7142857,385.5714286,748.1428571,370.7142857,254.4285714,215.4285714,977.4285714,179.4285714,378.7142857,35.4285714,318.8571429,376.2857143,421.5714286,605.4285714,26.4285714,1453.4285714,36.7142857,154.1428571,28.8571429,293.0,184.0,623.7142857,642.2857143,787.0,348.7142857,200.2857143,561.1428571,43.5714286,1282.5714286,51.5714286,940.2857143,6339.7142857,536.8571429,532.0,6.4285714,491.0,427.1428571,45.4285714,31.4285714
941.1428571,2978.5714286,585.5714286,6481.2857143,354.0,87.8571429,89.5714286,6990.1428571,1925.8571429,266.1428571,372.1428571,765.7142857,389.0,261.8571429,211.8571429,928.5714286,183.8571429,364.5714286,36.7142857,358.2857143,404.8571429,429.2857143,621.2857143,32.0,1540.5714286,36.4285714,154.0,30.1428571,303.8571429,187.0,637.0,642.5714286,808.8571429,389.4285714,197.4285714,564.1428571,40.0,1403.8571429,55.0,1030.2857143,6500.4285714,559.5714286,541.8571429,6.2857143,509.2857143,475.4285714,44.5714286,33.2857143
967.0,3416.4285714,546.0,6722.0,383.2857143,94.1428571,88.7142857,7140.4285714,2123.0,281.1428571,416.1428571,781.8571429,401.7142857,271.4285714,211.2857143,1100.1428571,185.5714286,368.7142857,39.5714286,358.4285714,421.8571429,431.2857143,639.4285714,35.7142857,1573.2857143,38.0,155.5714286,29.1428571,321.5714286,183.7142857,677.0,653.1428571,872.2857143,372.7142857,212.4285714,584.0,35.2857143,1431.7142857,54.2857143,1113.0,6671.0,561.7142857,527.0,3.7142857,540.0,490.8571429,49.7142857,33.1428571
1065.7142857,3452.0,573.2857143,7070.0,394.1428571,93.1428571,107.2857143,7869.7142857,2373.4285714,246.8571429,412.2857143,778.2857143,390.2857143,270.7142857,208.8571429,1163.7142857,188.4285714,378.0,36.8571429,381.1428571,441.0,440.8571429,607.7142857,40.0,1638.2857143,43.0,158.0,26.2857143,341.8571429,189.7142857,696.2857143,666.4285714,930.7142857,369.0,246.5714286,619.0,43.0,1525.5714286,55.8571429,1234.1428571,6817.5714286,556.5714286,541.2857143,5.1428571,577.5714286,501.5714286,51.2857143,32.0
1050.2857143,3601.8571429,554.5714286,6916.2857143,402.5714286,94.0,129.4285714,7947.7142857,2499.7142857,304.1428571,392.2857143,779.8571429,396.4285714,313.8571429,216.7142857,1217.1428571,174.2857143,406.5714286,38.7142857,403.4285714,429.7142857,445.0,659.7142857,42.7142857,1594.4285714,45.8571429,162.2857143,26.5714286,342.7142857,195.4285714,782.5714286,678.5714286,945.5714286,388.8571429,259.7142857,641.2857143,47.1428571,1599.5714286,60.2857143,1286.5714286,6490.8571429,545.1428571,546.1428571,5.4285714,548.2857143,510.0,56.5714286,30.5714286
